player,team,type,xT_added,x,y,end_x,end_y
Gianluigi Buffon,Juventus,Pass,-0.0010497700000000002,10.0,32.0,19.0,55.0
Leonardo Bonucci,Juventus,Pass,0.013017779999999998,35.0,58.0,84.0,50.0
Gonzalo Gerardo Higuaín,Juventus,Pass,-0.01011248,90.0,75.0,77.0,70.0
Toni Kroos,Real Madrid,Pass,0.00033624999999999974,44.0,10.0,54.0,6.0
Marcelo Vieira da Silva Júnior,Real Madrid,Pass,0.0049672,59.0,6.0,78.0,6.0
Francisco Román Alarcón Suárez,Real Madrid,Pass,-0.0037706500000000004,85.0,5.0,78.0,6.0
Marcelo Vieira da Silva Júnior,Real Madrid,Pass,0.00125283,78.0,6.0,79.0,19.0
Toni Kroos,Real Madrid,Pass,0.01126177,82.0,32.0,93.0,34.0
Sami Khedira,Juventus,Pass,0.0009391300000000016,29.0,46.0,38.0,56.0
Paulo Bruno Exequiel Dybala,Juventus,Pass,0.0010425699999999996,38.0,56.0,41.0,60.0
Marcelo Vieira da Silva Júnior,Real Madrid,Pass,0.004429620000000002,80.0,21.0,93.0,26.0
Andrea Barzagli,Juventus,Pass,0.00109158,28.0,55.0,30.0,52.0
Miralem Pjanić,Juventus,Pass,0.0,30.0,52.0,37.0,54.0
Daniel Alves da Silva,Juventus,Pass,-0.00050972,37.0,54.0,33.0,60.0
Leonardo Bonucci,Juventus,Pass,-0.0005892200000000014,23.0,57.0,26.0,60.0
Miralem Pjanić,Juventus,Pass,0.00109158,27.0,57.0,31.0,59.0
Daniel Alves da Silva,Juventus,Pass,-0.0008844200000000003,40.0,63.0,44.0,76.0
Paulo Bruno Exequiel Dybala,Juventus,Pass,-0.004229679999999998,61.0,58.0,44.0,41.0
Sami Khedira,Juventus,Pass,-0.00152184,44.0,41.0,33.0,52.0
Andrea Barzagli,Juventus,Pass,0.0036313399999999985,34.0,52.0,67.0,80.0
Marcelo Vieira da Silva Júnior,Real Madrid,Pass,0.0068678800000000016,57.0,1.0,75.0,20.0
Karim Benzema,Real Madrid,Pass,0.06897893999999999,75.0,21.0,106.0,32.0
Gianluigi Buffon,Juventus,Pass,-0.0003536300000000006,19.0,51.0,27.0,61.0
Leonardo Bonucci,Juventus,Pass,0.0014034000000000008,27.0,61.0,13.0,37.0
Gianluigi Buffon,Juventus,Pass,-0.0030310600000000004,14.0,37.0,16.0,9.0
Giorgio Chiellini,Juventus,Pass,0.0006523799999999993,15.0,8.0,28.0,3.0
Alex Sandro Lobo Silva,Juventus,Pass,0.0021463600000000017,27.0,3.0,37.0,12.0
Sami Khedira,Juventus,Pass,0.0014861800000000001,35.0,4.0,44.0,8.0
Sami Khedira,Juventus,Pass,-0.0013280500000000008,39.0,4.0,28.0,6.0
Giorgio Chiellini,Juventus,Pass,0.0009620200000000009,28.0,6.0,8.0,36.0
Gianluigi Buffon,Juventus,Pass,0.003908739999999999,14.0,37.0,67.0,8.0
Mario Mandžukić,Juventus,Pass,0.006485330000000001,67.0,8.0,84.0,4.0
Alex Sandro Lobo Silva,Juventus,Pass,-0.012117899999999997,109.0,15.0,98.0,21.0
Luka Modrić,Real Madrid,Pass,0.0013280300000000009,36.0,78.0,30.0,29.0
Sergio Ramos García,Real Madrid,Pass,-0.00142897,42.0,27.0,49.0,9.0
Toni Kroos,Real Madrid,Pass,0.004855360000000001,49.0,9.0,65.0,15.0
Francisco Román Alarcón Suárez,Real Madrid,Pass,-0.001382170000000002,65.0,15.0,61.0,6.0
Marcelo Vieira da Silva Júnior,Real Madrid,Pass,0.0021201799999999993,64.0,5.0,69.0,22.0
Francisco Román Alarcón Suárez,Real Madrid,Pass,-0.002456040000000003,73.0,28.0,67.0,46.0
Carlos Henrique Casimiro,Real Madrid,Pass,0.010667840000000001,67.0,46.0,98.0,72.0
Daniel Carvajal Ramos,Real Madrid,Pass,0.012117899999999997,92.0,59.0,107.0,18.0
Marcelo Vieira da Silva Júnior,Real Madrid,Pass,-0.01694449,111.0,12.0,99.0,15.0
Karim Benzema,Real Madrid,Pass,0.01538188,94.0,14.0,100.0,55.0
Daniel Carvajal Ramos,Real Madrid,Pass,-0.0207922,100.0,55.0,87.0,56.0
Gianluigi Buffon,Juventus,Pass,0.0018645199999999997,16.0,45.0,44.0,21.0
Toni Kroos,Real Madrid,Pass,-0.0025853399999999985,77.0,60.0,64.0,63.0
Carlos Henrique Casimiro,Real Madrid,Pass,0.0038525699999999996,64.0,63.0,79.0,44.0
Giorgio Chiellini,Juventus,Pass,-0.0001100200000000006,55.0,34.0,62.0,6.0
Mario Mandžukić,Juventus,Pass,0.0026039999999999987,56.0,20.0,66.0,43.0
Daniel Alves da Silva,Juventus,Pass,0.00858132,78.0,40.0,92.0,50.0
Marcelo Vieira da Silva Júnior,Real Madrid,Pass,0.003741359999999999,38.0,26.0,55.0,31.0
Toni Kroos,Real Madrid,Pass,0.002456040000000003,68.0,44.0,78.0,20.0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,Pass,0.010728320000000003,84.0,22.0,100.0,8.0
Francisco Román Alarcón Suárez,Real Madrid,Pass,0.018900419999999987,119.0,21.0,108.0,37.0
Gianluigi Buffon,Juventus,Pass,0.0011843400000000007,6.0,40.0,37.0,64.0
Leonardo Bonucci,Juventus,Pass,0.0030596200000000007,27.0,62.0,55.0,72.0
Daniel Alves da Silva,Juventus,Pass,0.0008844200000000003,49.0,73.0,47.0,60.0
Miralem Pjanić,Juventus,Pass,0.00726626,69.0,57.0,85.0,53.0
Gonzalo Gerardo Higuaín,Juventus,Pass,0.03150394000000001,116.0,75.0,119.0,27.0
Keylor Navas Gamboa,Real Madrid,Pass,-0.0009620200000000009,7.0,41.0,24.0,5.0
Marcelo Vieira da Silva Júnior,Real Madrid,Pass,-0.0019230999999999996,24.0,11.0,9.0,17.0
Sergio Ramos García,Real Madrid,Pass,0.006060090000000001,16.0,16.0,58.0,37.0
Giorgio Chiellini,Juventus,Pass,0.00722712,63.0,44.0,87.0,51.0
Daniel Alves da Silva,Juventus,Pass,0.004429620000000002,87.0,52.0,92.0,53.0
Gonzalo Gerardo Higuaín,Juventus,Pass,0.0065612399999999994,92.0,53.0,95.0,42.0
Raphaël Varane,Real Madrid,Pass,0.002317950000000001,26.0,39.0,57.0,7.0
Andrea Barzagli,Juventus,Pass,0.0039675100000000005,64.0,74.0,79.0,62.0
Miralem Pjanić,Juventus,Pass,0.005311739999999999,79.0,62.0,86.0,66.0
Marcelo Vieira da Silva Júnior,Real Madrid,Pass,0.0015522899999999996,35.0,15.0,49.0,10.0
Andrea Barzagli,Juventus,Pass,0.011101380000000001,72.0,71.0,91.0,57.0
Marcelo Vieira da Silva Júnior,Real Madrid,Pass,0.002798740000000001,18.0,4.0,38.0,17.0
Toni Kroos,Real Madrid,Pass,0.0010005799999999992,50.0,18.0,54.0,35.0
Luka Modrić,Real Madrid,Pass,0.0012721500000000014,54.0,35.0,64.0,65.0
Daniel Carvajal Ramos,Real Madrid,Pass,0.0,78.0,59.0,70.0,53.0
Luka Modrić,Real Madrid,Pass,0.008211799999999998,73.0,51.0,92.0,8.0
Francisco Román Alarcón Suárez,Real Madrid,Pass,-0.004700530000000001,93.0,21.0,84.0,39.0
Luka Modrić,Real Madrid,Pass,0.011363949999999998,93.0,32.0,115.0,11.0
Andrea Barzagli,Juventus,Pass,0.0014131300000000003,6.0,70.0,10.0,70.0
Luka Modrić,Real Madrid,Pass,-0.00274402,107.0,13.0,111.0,5.0
Marcelo Vieira da Silva Júnior,Real Madrid,Pass,-0.010362779999999999,112.0,4.0,93.0,5.0
Luka Modrić,Real Madrid,Pass,-0.0035479100000000013,93.0,5.0,81.0,16.0
Carlos Henrique Casimiro,Real Madrid,Pass,0.0,79.0,20.0,78.0,50.0
Raphaël Varane,Real Madrid,Pass,0.21097459000000002,112.0,60.0,112.0,45.0
Giorgio Chiellini,Juventus,Pass,1.3259999999999314e-05,9.0,36.0,23.0,19.0
Sami Khedira,Juventus,Pass,-0.0009752800000000002,24.0,19.0,25.0,6.0
Mario Mandžukić,Juventus,Pass,0.0026560800000000016,28.0,8.0,36.0,20.0
Carlos Henrique Casimiro,Real Madrid,Pass,0.0,86.0,61.0,85.0,68.0
Toni Kroos,Real Madrid,Pass,-0.00016371999999999914,86.0,68.0,86.0,34.0
Francisco Román Alarcón Suárez,Real Madrid,Pass,-0.0065612399999999994,99.0,31.0,98.0,21.0
Marcelo Vieira da Silva Júnior,Real Madrid,Pass,0.22889978,98.0,21.0,120.0,48.0
Gianluigi Buffon,Juventus,Pass,0.00036602999999999983,6.0,40.0,34.0,4.0
Alex Sandro Lobo Silva,Juventus,Pass,0.0014861800000000001,34.0,4.0,49.0,4.0
Mario Mandžukić,Juventus,Pass,0.0,49.0,4.0,44.0,9.0
Daniel Carvajal Ramos,Real Madrid,Pass,0.00125283,77.0,72.0,76.0,62.0
Toni Kroos,Real Madrid,Pass,0.0,76.0,62.0,74.0,61.0
Daniel Carvajal Ramos,Real Madrid,Pass,0.004500169999999998,79.0,57.0,86.0,42.0
Gianluigi Buffon,Juventus,Pass,0.005325399999999999,6.0,40.0,63.0,8.0
Mario Mandžukić,Juventus,Pass,0.006485330000000001,63.0,8.0,85.0,1.0
Daniel Carvajal Ramos,Real Madrid,Pass,0.0015471700000000005,37.0,80.0,36.0,39.0
Sergio Ramos García,Real Madrid,Pass,-6.099000000000035e-05,37.0,36.0,43.0,7.0
Marcelo Vieira da Silva Júnior,Real Madrid,Pass,0.004855360000000001,44.0,8.0,66.0,12.0
Marcelo Vieira da Silva Júnior,Real Madrid,Pass,-0.0018268500000000014,65.0,12.0,57.0,23.0
Toni Kroos,Real Madrid,Pass,0.0,57.0,28.0,57.0,55.0
Raphaël Varane,Real Madrid,Pass,0.00315936,59.0,58.0,73.0,78.0
Daniel Carvajal Ramos,Real Madrid,Pass,-0.0049672,73.0,78.0,57.0,70.0
Raphaël Varane,Real Madrid,Pass,0.0004458799999999992,54.0,68.0,57.0,50.0
Toni Kroos,Real Madrid,Pass,0.0025648599999999987,57.0,50.0,66.0,53.0
Carlos Henrique Casimiro,Real Madrid,Pass,-0.0020101599999999987,66.0,53.0,55.0,41.0
Toni Kroos,Real Madrid,Pass,0.004505340000000002,55.0,41.0,71.0,27.0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,Pass,-0.0032331900000000004,71.0,26.0,64.0,17.0
Sergio Ramos García,Real Madrid,Pass,0.0013325099999999986,64.0,17.0,75.0,7.0
Marcelo Vieira da Silva Júnior,Real Madrid,Pass,0.0002709099999999992,86.0,32.0,86.0,52.0
Luka Modrić,Real Madrid,Pass,0.006298700000000001,95.0,57.0,106.0,70.0
Daniel Carvajal Ramos,Real Madrid,Pass,0.047660339999999995,106.0,69.0,107.0,48.0
Alex Sandro Lobo Silva,Juventus,Pass,0.0034640599999999997,14.0,30.0,51.0,29.0
Raphaël Varane,Real Madrid,Pass,0.0,70.0,52.0,79.0,52.0
Carlos Henrique Casimiro,Real Madrid,Pass,-0.002456040000000003,79.0,52.0,65.0,35.0
Sergio Ramos García,Real Madrid,Pass,0.00711993,65.0,32.0,87.0,11.0
Francisco Román Alarcón Suárez,Real Madrid,Pass,0.00010719000000000006,87.0,11.0,86.0,22.0
Daniel Alves da Silva,Juventus,Pass,0.0021593199999999993,63.0,72.0,64.0,43.0
Luka Modrić,Real Madrid,Pass,0.002456040000000003,67.0,42.0,79.0,24.0
Toni Kroos,Real Madrid,Pass,0.010728320000000003,86.0,21.0,107.0,9.0
Karim Benzema,Real Madrid,Pass,-0.024515240000000008,112.0,23.0,103.0,29.0
Paulo Bruno Exequiel Dybala,Juventus,Pass,-0.003049879999999998,60.0,40.0,56.0,15.0
Giorgio Chiellini,Juventus,Pass,0.0025853399999999985,62.0,13.0,72.0,13.0
Alex Sandro Lobo Silva,Juventus,Pass,-0.0027939199999999983,85.0,11.0,84.0,4.0
Mario Mandžukić,Juventus,Pass,-0.0025178200000000005,84.0,4.0,77.0,17.0
Miralem Pjanić,Juventus,Pass,0.06897893999999999,76.0,29.0,107.0,37.0
Keylor Navas Gamboa,Real Madrid,Pass,0.0177248,18.0,36.0,92.0,23.0
Leonardo Bonucci,Juventus,Pass,0.004278239999999999,29.0,58.0,50.0,59.0
Toni Kroos,Real Madrid,Pass,0.0018699699999999986,73.0,21.0,80.0,1.0
Marcelo Vieira da Silva Júnior,Real Madrid,Pass,0.0019006800000000018,70.0,1.0,79.0,20.0
Francisco Román Alarcón Suárez,Real Madrid,Pass,0.0006193799999999992,79.0,23.0,73.0,35.0
Luka Modrić,Real Madrid,Pass,-0.0026039999999999987,67.0,44.0,59.0,23.0
Sergio Ramos García,Real Madrid,Pass,0.0025648599999999987,59.0,23.0,67.0,20.0
Toni Kroos,Real Madrid,Pass,-0.0025648599999999987,67.0,20.0,58.0,21.0
Sergio Ramos García,Real Madrid,Pass,0.0018268500000000014,58.0,21.0,65.0,16.0
Toni Kroos,Real Madrid,Pass,0.0007380099999999973,66.0,18.0,66.0,27.0
Carlos Henrique Casimiro,Real Madrid,Pass,0.02805846,69.0,29.0,100.0,56.0
Alex Sandro Lobo Silva,Juventus,Pass,0.00058186,21.0,25.0,35.0,17.0
Daniel Carvajal Ramos,Real Madrid,Pass,0.018914089999999998,95.0,73.0,120.0,65.0
Luka Modrić,Real Madrid,Pass,0.21097459000000002,120.0,65.0,118.0,46.0
Paulo Bruno Exequiel Dybala,Juventus,Pass,-0.003049879999999998,60.0,40.0,56.0,68.0
Daniel Alves da Silva,Juventus,Pass,-0.003605239999999999,72.0,71.0,56.0,69.0
Andrea Barzagli,Juventus,Pass,-0.00121894,56.0,64.0,48.0,49.0
Leonardo Bonucci,Juventus,Pass,0.00260466,56.0,45.0,79.0,4.0
Alex Sandro Lobo Silva,Juventus,Pass,0.010063879999999997,104.0,6.0,103.0,25.0
Paulo Bruno Exequiel Dybala,Juventus,Pass,-0.01538188,104.0,23.0,92.0,10.0
Mario Mandžukić,Juventus,Pass,0.058797539999999995,92.0,10.0,105.0,32.0
Carlos Henrique Casimiro,Real Madrid,Pass,0.00027740000000000056,16.0,49.0,30.0,58.0
Keylor Navas Gamboa,Real Madrid,Pass,0.0012497299999999992,23.0,52.0,40.0,76.0
Daniel Carvajal Ramos,Real Madrid,Pass,0.0025826300000000007,47.0,76.0,50.0,67.0
Luka Modrić,Real Madrid,Pass,-0.003605239999999999,70.0,77.0,57.0,69.0
Raphaël Varane,Real Madrid,Pass,0.0008905599999999986,57.0,69.0,64.0,76.0
Luka Modrić,Real Madrid,Pass,0.002252519999999999,58.0,76.0,60.0,77.0
Daniel Carvajal Ramos,Real Madrid,Pass,0.0027146800000000006,65.0,80.0,77.0,72.0
Alex Sandro Lobo Silva,Juventus,Pass,0.00122067,44.0,9.0,57.0,9.0
Mario Mandžukić,Juventus,Pass,0.003634690000000001,57.0,9.0,65.0,10.0
Sami Khedira,Juventus,Pass,0.0037706500000000004,71.0,9.0,81.0,8.0
Raphaël Varane,Real Madrid,Pass,0.0013280300000000009,33.0,72.0,32.0,23.0
Sergio Ramos García,Real Madrid,Pass,0.0010425699999999996,31.0,24.0,43.0,16.0
Toni Kroos,Real Madrid,Pass,0.003970940000000001,44.0,15.0,60.0,16.0
Miralem Pjanić,Juventus,Pass,0.002495180000000003,62.0,57.0,70.0,57.0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,Pass,-0.0013679799999999995,43.0,26.0,30.0,31.0
Sergio Ramos García,Real Madrid,Pass,0.0013027000000000004,30.0,31.0,43.0,36.0
Carlos Henrique Casimiro,Real Madrid,Pass,-0.0004792700000000004,49.0,45.0,49.0,61.0
Francisco Román Alarcón Suárez,Real Madrid,Pass,-0.0013619600000000006,51.0,66.0,57.0,76.0
Daniel Carvajal Ramos,Real Madrid,Pass,0.0068678800000000016,57.0,76.0,71.0,58.0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,Pass,-0.0006478500000000019,71.0,58.0,78.0,61.0
Francisco Román Alarcón Suárez,Real Madrid,Pass,-0.004505340000000002,79.0,59.0,57.0,36.0
Sergio Ramos García,Real Madrid,Pass,0.0020101599999999987,58.0,37.0,64.0,21.0
Toni Kroos,Real Madrid,Pass,0.002495180000000003,65.0,21.0,71.0,22.0
Karim Benzema,Real Madrid,Pass,0.0006193799999999992,71.0,22.0,73.0,30.0
Francisco Román Alarcón Suárez,Real Madrid,Pass,0.004151699999999998,73.0,30.0,85.0,26.0
Leonardo Bonucci,Juventus,Pass,0.005790659999999998,36.0,55.0,67.0,33.0
Raphaël Varane,Real Madrid,Pass,0.0,49.0,53.0,44.0,29.0
Sergio Ramos García,Real Madrid,Pass,0.0011536600000000008,45.0,29.0,52.0,17.0
Toni Kroos,Real Madrid,Pass,0.0010005799999999992,50.0,17.0,54.0,34.0
Carlos Henrique Casimiro,Real Madrid,Pass,0.01271714,55.0,37.0,92.0,77.0
Daniel Carvajal Ramos,Real Madrid,Pass,0.0019695999999999984,94.0,75.0,91.0,69.0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,Pass,0.21097459000000002,118.0,66.0,120.0,45.0
Gianluigi Buffon,Juventus,Pass,0.014604649999999999,6.0,40.0,85.0,10.0
Alex Sandro Lobo Silva,Juventus,Pass,0.0035479100000000013,85.0,10.0,93.0,5.0
Mario Mandžukić,Juventus,Pass,-0.0025178200000000005,85.0,5.0,78.0,12.0
Sami Khedira,Juventus,Pass,0.005418929999999999,78.0,14.0,85.0,26.0
Miralem Pjanić,Juventus,Pass,-0.00726626,84.0,26.0,69.0,26.0
Giorgio Chiellini,Juventus,Pass,0.004365150000000002,69.0,26.0,84.0,5.0
Mario Mandžukić,Juventus,Pass,-0.0006478500000000019,76.0,23.0,76.0,65.0
Daniel Alves da Silva,Juventus,Pass,0.0025178200000000005,78.0,67.0,85.0,76.0
Daniel Alves da Silva,Juventus,Pass,0.0,84.0,80.0,85.0,72.0
Juan Guillermo Cuadrado Bello,Juventus,Pass,0.0027939199999999983,85.0,72.0,83.0,64.0
Miralem Pjanić,Juventus,Pass,-0.0027939199999999983,83.0,64.0,83.0,73.0
Daniel Alves da Silva,Juventus,Pass,0.0027939199999999983,83.0,73.0,87.0,65.0
Paulo Bruno Exequiel Dybala,Juventus,Pass,0.0,87.0,65.0,82.0,67.0
Daniel Alves da Silva,Juventus,Pass,0.004536810000000002,85.0,60.0,93.0,59.0
Paulo Bruno Exequiel Dybala,Juventus,Pass,-0.004700530000000001,93.0,59.0,85.0,46.0
Daniel Alves da Silva,Juventus,Pass,0.005681229999999999,85.0,43.0,90.0,19.0
Mario Mandžukić,Juventus,Pass,0.016362579999999998,91.0,20.0,102.0,25.0
Keylor Navas Gamboa,Real Madrid,Pass,0.0181393,25.0,67.0,92.0,5.0
Francisco Román Alarcón Suárez,Real Madrid,Pass,-0.01011248,92.0,5.0,71.0,5.0
Marcelo Vieira da Silva Júnior,Real Madrid,Pass,0.01011248,71.0,4.0,94.0,5.0
Daniel Alves da Silva,Juventus,Pass,0.0007288599999999996,33.0,69.0,35.0,30.0
Giorgio Chiellini,Juventus,Pass,0.011695880000000002,63.0,21.0,92.0,26.0
Carlos Henrique Casimiro,Real Madrid,Pass,0.00152184,38.0,54.0,41.0,33.0
Francisco Román Alarcón Suárez,Real Madrid,Pass,0.0011536600000000008,43.0,29.0,57.0,11.0
Carlos Henrique Casimiro,Real Madrid,Pass,-0.005679420000000001,70.0,30.0,53.0,26.0
Sergio Ramos García,Real Madrid,Pass,0.0018268500000000014,52.0,26.0,64.0,17.0
Toni Kroos,Real Madrid,Pass,0.0025853399999999985,64.0,17.0,72.0,16.0
Karim Benzema,Real Madrid,Pass,-0.00125283,73.0,14.0,77.0,6.0
Francisco Román Alarcón Suárez,Real Madrid,Pass,0.00125283,78.0,4.0,77.0,16.0
Karim Benzema,Real Madrid,Pass,0.0034407200000000013,84.0,24.0,98.0,74.0
Daniel Carvajal Ramos,Real Madrid,Pass,0.21678188,105.0,67.0,113.0,44.0
Luka Modrić,Real Madrid,Pass,-0.004151699999999998,85.0,55.0,77.0,42.0
Toni Kroos,Real Madrid,Pass,-0.0031145600000000023,74.0,43.0,64.0,54.0
Raphaël Varane,Real Madrid,Pass,0.0018473300000000012,64.0,54.0,72.0,62.0
Carlos Henrique Casimiro,Real Madrid,Pass,0.0025178200000000005,72.0,62.0,85.0,76.0
Daniel Carvajal Ramos,Real Madrid,Pass,0.007330730000000001,86.0,76.0,93.0,56.0
Karim Benzema,Real Madrid,Pass,0.024515240000000008,102.0,29.0,116.0,23.0
Marcelo Vieira da Silva Júnior,Real Madrid,Pass,0.18802196,117.0,25.0,112.0,41.0
Gianluigi Buffon,Juventus,Pass,0.0016940600000000007,6.0,40.0,35.0,56.0
Daniel Alves da Silva,Juventus,Pass,0.00152184,35.0,55.0,43.0,39.0
Claudio Marchisio,Juventus,Pass,0.0012721500000000014,52.0,31.0,69.0,10.0
Daniel Carvajal Ramos,Real Madrid,Pass,0.0021201799999999993,65.0,80.0,64.0,50.0
Toni Kroos,Real Madrid,Pass,0.0018473300000000012,65.0,50.0,76.0,63.0
Francisco Román Alarcón Suárez,Real Madrid,Pass,0.0025178200000000005,79.0,67.0,86.0,77.0
Daniel Carvajal Ramos,Real Madrid,Pass,-0.0037706500000000004,86.0,77.0,73.0,74.0
Luka Modrić,Real Madrid,Pass,0.002520060000000001,73.0,74.0,77.0,46.0
Toni Kroos,Real Madrid,Pass,0.0012505899999999993,75.0,35.0,84.0,8.0
Marcelo Vieira da Silva Júnior,Real Madrid,Pass,-0.004365150000000002,85.0,5.0,64.0,24.0
Sergio Ramos García,Real Madrid,Pass,0.0031145600000000023,64.0,24.0,72.0,33.0
Carlos Henrique Casimiro,Real Madrid,Pass,0.0038807899999999985,72.0,33.0,81.0,40.0
Giorgio Chiellini,Juventus,Pass,0.004268819999999998,40.0,41.0,64.0,39.0
Raphaël Varane,Real Madrid,Pass,0.0020492999999999987,56.0,44.0,64.0,41.0
Carlos Henrique Casimiro,Real Madrid,Pass,0.0,65.0,41.0,65.0,48.0
Francisco Román Alarcón Suárez,Real Madrid,Pass,-0.0026039999999999987,65.0,48.0,57.0,50.0
Luka Modrić,Real Madrid,Pass,0.0025648599999999987,57.0,50.0,65.0,53.0
Francisco Román Alarcón Suárez,Real Madrid,Pass,-0.0025648599999999987,65.0,53.0,57.0,54.0
Luka Modrić,Real Madrid,Pass,0.00315936,57.0,54.0,72.0,76.0
Daniel Carvajal Ramos,Real Madrid,Pass,0.00125283,72.0,77.0,78.0,69.0
Francisco Román Alarcón Suárez,Real Madrid,Pass,-0.00125283,78.0,69.0,72.0,77.0
Daniel Carvajal Ramos,Real Madrid,Pass,-0.0049672,72.0,77.0,57.0,71.0
Luka Modrić,Real Madrid,Pass,0.0002082999999999998,58.0,71.0,47.0,58.0
Raphaël Varane,Real Madrid,Pass,0.006077009999999999,49.0,43.0,79.0,14.0
Daniel Alves da Silva,Juventus,Pass,0.002588769999999999,42.0,67.0,68.0,78.0
Juan Guillermo Cuadrado Bello,Juventus,Pass,0.00839318,92.0,61.0,112.0,1.0
Daniel Carvajal Ramos,Real Madrid,Pass,0.0006523799999999993,12.0,80.0,27.0,77.0
Luka Modrić,Real Madrid,Pass,0.00628742,27.0,77.0,68.0,77.0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,Pass,0.004615360000000002,66.0,77.0,73.0,53.0
Francisco Román Alarcón Suárez,Real Madrid,Pass,0.0006193799999999992,76.0,50.0,78.0,38.0
Toni Kroos,Real Madrid,Pass,0.034316580000000006,96.0,37.0,114.0,28.0
Claudio Marchisio,Juventus,Pass,-0.000661730000000001,14.0,40.0,23.0,49.0
Gianluigi Buffon,Juventus,Pass,0.00307288,6.0,40.0,52.0,6.0
Alex Sandro Lobo Silva,Juventus,Pass,0.0013619600000000006,52.0,6.0,51.0,18.0
Claudio Marchisio,Juventus,Pass,-0.0021201799999999993,63.0,24.0,64.0,5.0
Alex Sandro Lobo Silva,Juventus,Pass,0.0039675100000000005,65.0,6.0,73.0,18.0
Luka Modrić,Real Madrid,Pass,0.00142897,48.0,70.0,47.0,59.0
Toni Kroos,Real Madrid,Pass,-0.0005445499999999995,47.0,59.0,47.0,63.0
Carlos Henrique Casimiro,Real Madrid,Pass,0.0026987899999999995,47.0,63.0,59.0,41.0
Karim Benzema,Real Madrid,Pass,0.06835955999999999,73.0,37.0,102.0,43.0
Gianluigi Buffon,Juventus,Pass,0.00027740000000000056,19.0,38.0,37.0,21.0
Alex Sandro Lobo Silva,Juventus,Pass,0.01586028,42.0,20.0,91.0,54.0
Sergio Ramos García,Real Madrid,Pass,0.00015814999999999926,30.0,27.0,43.0,9.0
Marcelo Vieira da Silva Júnior,Real Madrid,Pass,0.0016982100000000003,43.0,10.0,58.0,11.0
Francisco Román Alarcón Suárez,Real Madrid,Pass,0.0004458799999999992,57.0,14.0,51.0,21.0
Toni Kroos,Real Madrid,Pass,-0.00302851,51.0,21.0,44.0,8.0
Marcelo Vieira da Silva Júnior,Real Madrid,Pass,0.00618787,43.0,8.0,77.0,9.0
Toni Kroos,Real Madrid,Pass,0.06420785999999999,87.0,26.0,108.0,42.0
Daniel Alves da Silva,Juventus,Pass,-0.00015244999999999842,25.0,33.0,22.0,53.0
Juan Guillermo Cuadrado Bello,Juventus,Pass,0.006882239999999998,22.0,53.0,65.0,47.0
Carlos Henrique Casimiro,Real Madrid,Pass,-0.004680490000000001,56.0,34.0,24.0,36.0
Keylor Navas Gamboa,Real Madrid,Pass,-0.00015244999999999842,24.0,36.0,27.0,22.0
Daniel Carvajal Ramos,Real Madrid,Pass,0.0008141799999999994,28.0,24.0,11.0,43.0
Keylor Navas Gamboa,Real Madrid,Pass,0.007437599999999999,29.0,25.0,74.0,6.0
Gareth Frank Bale,Real Madrid,Pass,0.017400080000000002,73.0,6.0,100.0,8.0
Leonardo Bonucci,Juventus,Pass,0.00171695,22.0,74.0,24.0,40.0
Giorgio Chiellini,Juventus,Pass,0.0013679799999999995,34.0,35.0,41.0,56.0
Leonardo Bonucci,Juventus,Pass,0.0004792700000000004,48.0,60.0,43.0,32.0
Giorgio Chiellini,Juventus,Pass,0.0030754200000000023,63.0,33.0,77.0,37.0
Mario Lemina,Juventus,Pass,-0.0019006800000000018,75.0,28.0,70.0,6.0
Alex Sandro Lobo Silva,Juventus,Pass,0.01011248,76.0,5.0,91.0,3.0
Mario Mandžukić,Juventus,Pass,-0.00634183,91.0,3.0,82.0,3.0
Alex Sandro Lobo Silva,Juventus,Pass,0.00634183,84.0,4.0,91.0,4.0
Luka Modrić,Real Madrid,Pass,0.0,30.0,77.0,35.0,78.0
Daniel Carvajal Ramos,Real Madrid,Pass,0.016300349999999998,44.0,80.0,93.0,73.0
Giorgio Chiellini,Juventus,Pass,0.0007288599999999996,31.0,11.0,37.0,36.0
Leonardo Bonucci,Juventus,Pass,0.01592556,43.0,39.0,92.0,52.0
Sergio Ramos García,Real Madrid,Pass,0.0021341499999999996,29.0,29.0,40.0,17.0
Marcelo Vieira da Silva Júnior,Real Madrid,Pass,0.0004792700000000004,42.0,17.0,42.0,32.0
Carlos Henrique Casimiro,Real Madrid,Pass,0.0,44.0,33.0,44.0,48.0
Luka Modrić,Real Madrid,Pass,-0.00203156,44.0,47.0,36.0,16.0
Sergio Ramos García,Real Madrid,Pass,0.0007288599999999996,35.0,16.0,36.0,30.0
Luka Modrić,Real Madrid,Pass,-6.099000000000035e-05,38.0,33.0,40.0,75.0
Daniel Carvajal Ramos,Real Madrid,Pass,0.023587950000000003,44.0,74.0,101.0,74.0
Cristiano Ronaldo dos Santos Aveiro,Real Madrid,Pass,0.21097459000000002,118.0,60.0,116.0,43.0
