player,team,type,xT_added,x,y,end_x,end_y
Heung-Min Son,Tottenham Hotspur,Pass,0.0,118.9,57.9,118.2,55.5
Kieran Trippier,Tottenham Hotspur,Pass,0.2195259,120.0,80.0,113.2,37.1
Danny Rose,Tottenham Hotspur,Pass,0.0069887000000000005,120.0,0.1,107.9,52.3
Alisson Ramsés Becker,Liverpool,Pass,-0.0016144000000000002,6.0,44.0,17.5,9.6
Virgil van Dijk,Liverpool,Pass,0.0006246700000000008,13.2,15.0,3.6,32.1
Alisson Ramsés Becker,Liverpool,Pass,0.005325399999999999,3.6,33.0,65.3,0.7
Kieran Trippier,Tottenham Hotspur,Pass,-0.00033624999999999974,54.8,80.0,44.7,65.6
Toby Alderweireld,Tottenham Hotspur,Pass,-0.0011843400000000007,36.5,64.0,8.3,46.6
Hugo Lloris,Tottenham Hotspur,Pass,0.00185221,9.5,44.2,48.3,4.4
Danny Rose,Tottenham Hotspur,Pass,-0.0018389500000000007,45.2,7.2,21.7,16.6
Jan Vertonghen,Tottenham Hotspur,Pass,0.007669590000000002,22.2,4.3,69.7,14.3
Joël Andre Job Matip,Liverpool,Pass,0.010169809999999998,50.4,65.8,83.6,63.2
Harry Winks,Tottenham Hotspur,Pass,0.0006678699999999992,36.5,16.9,45.6,7.2
Jordan Brian Henderson,Liverpool,Pass,0.0037706500000000004,74.5,72.9,80.0,79.6
Danny Rose,Tottenham Hotspur,Pass,0.0,43.2,0.1,40.3,5.5
Harry Winks,Tottenham Hotspur,Pass,-0.0004294100000000016,38.1,10.1,29.2,30.2
Toby Alderweireld,Tottenham Hotspur,Pass,0.013017779999999998,37.0,54.5,86.4,53.8
Virgil van Dijk,Liverpool,Pass,-0.0013280300000000009,33.7,26.3,36.4,5.1
Andrew Robertson,Liverpool,Pass,0.07706748999999999,41.7,4.1,109.5,35.5
Hugo Lloris,Tottenham Hotspur,Pass,-0.0008141799999999994,15.0,35.9,24.2,28.2
Jan Vertonghen,Tottenham Hotspur,Pass,0.0,27.0,28.7,29.4,57.4
Toby Alderweireld,Tottenham Hotspur,Pass,0.0,34.0,56.2,35.0,25.1
Jan Vertonghen,Tottenham Hotspur,Pass,-0.0013679799999999995,41.7,23.4,38.1,47.1
Toby Alderweireld,Tottenham Hotspur,Pass,-0.0004965400000000002,38.9,44.4,14.8,36.4
Hugo Lloris,Tottenham Hotspur,Pass,-0.0010506300000000003,14.8,36.4,39.1,70.9
Kieran Trippier,Tottenham Hotspur,Pass,0.006341540000000001,39.1,70.9,67.3,63.0
Heung-Min Son,Tottenham Hotspur,Pass,0.0032331900000000004,67.3,63.0,79.4,55.5
Virgil van Dijk,Liverpool,Pass,0.004164399999999999,40.7,24.6,63.8,22.9
Moussa Sissoko,Tottenham Hotspur,Pass,0.0005547,56.3,57.2,57.0,42.2
Sadio Mané,Liverpool,Pass,0.006995350000000001,68.9,28.9,86.6,49.4
Jordan Brian Henderson,Liverpool,Pass,0.01514256,75.7,48.5,91.1,31.6
Heung-Min Son,Tottenham Hotspur,Pass,-6.527999999999916e-05,42.7,56.4,40.3,49.4
Moussa Sissoko,Tottenham Hotspur,Pass,-0.00014302000000000065,49.3,44.9,51.2,9.4
Danny Rose,Tottenham Hotspur,Pass,-0.0039675100000000005,76.5,19.0,64.7,7.7
Harry Winks,Tottenham Hotspur,Pass,0.0032331900000000004,68.6,10.8,71.4,21.7
Christian Dannemann Eriksen,Tottenham Hotspur,Pass,-0.0032331900000000004,71.2,22.4,65.2,11.4
Harry Winks,Tottenham Hotspur,Pass,0.0007380099999999973,64.0,13.5,64.7,24.9
Christian Dannemann Eriksen,Tottenham Hotspur,Pass,0.0018473300000000012,64.7,24.9,75.1,19.8
Harry Winks,Tottenham Hotspur,Pass,0.0006193799999999992,77.5,23.4,76.8,30.2
Bamidele Alli,Tottenham Hotspur,Pass,-0.0012672300000000011,76.8,30.2,75.8,19.3
Christian Dannemann Eriksen,Tottenham Hotspur,Pass,0.009848550000000001,77.9,17.4,92.7,22.7
Heung-Min Son,Tottenham Hotspur,Pass,0.0065612399999999994,92.7,22.7,90.7,30.2
Bamidele Alli,Tottenham Hotspur,Pass,-0.0065612399999999994,90.7,30.2,96.6,22.0
Heung-Min Son,Tottenham Hotspur,Pass,0.0,96.6,22.0,98.7,23.7
Kieran Trippier,Tottenham Hotspur,Pass,-0.0035479100000000013,92.2,75.8,89.6,63.9
Christian Dannemann Eriksen,Tottenham Hotspur,Pass,0.010990860000000002,84.5,55.2,92.4,37.2
Bamidele Alli,Tottenham Hotspur,Pass,0.011363949999999998,93.2,36.9,120.0,61.0
Alisson Ramsés Becker,Liverpool,Pass,0.005325399999999999,6.0,36.0,68.2,74.6
Trent Alexander-Arnold,Liverpool,Pass,0.006564569999999999,70.6,80.0,84.6,66.8
Trent Alexander-Arnold,Liverpool,Pass,0.01735148,93.8,80.0,108.8,55.0
Mohamed Salah,Liverpool,Pass,0.043415659999999995,108.8,55.0,106.8,49.2
Fábio Henrique Tavares,Liverpool,Pass,-0.004229679999999998,63.4,58.4,42.9,45.4
Virgil van Dijk,Liverpool,Pass,-0.0004792700000000004,41.7,44.1,43.3,19.1
James Philip Milner,Liverpool,Pass,0.002588769999999999,44.3,16.2,69.2,3.8
Andrew Robertson,Liverpool,Pass,-0.002252519999999999,67.9,2.9,51.3,5.5
James Philip Milner,Liverpool,Pass,0.0002082999999999998,54.2,9.9,41.7,22.9
Virgil van Dijk,Liverpool,Pass,-0.0005445499999999995,41.0,25.6,41.9,63.5
Joël Andre Job Matip,Liverpool,Pass,0.005505920000000001,50.1,65.2,71.6,51.1
Divock Okoth Origi,Liverpool,Pass,-0.0006478500000000019,71.6,51.1,78.8,60.3
Jordan Brian Henderson,Liverpool,Pass,0.004771079999999997,79.6,59.6,84.6,53.0
Hugo Lloris,Tottenham Hotspur,Pass,0.0006024800000000007,7.0,36.1,21.2,50.0
Moussa Sissoko,Tottenham Hotspur,Pass,-0.0023693299999999994,22.2,49.2,16.4,71.2
Toby Alderweireld,Tottenham Hotspur,Pass,0.0010834199999999999,18.4,70.2,5.1,53.5
Hugo Lloris,Tottenham Hotspur,Pass,0.0,4.6,52.3,4.4,24.8
Jan Vertonghen,Tottenham Hotspur,Pass,0.001133460000000001,3.1,26.8,21.5,23.4
Harry Winks,Tottenham Hotspur,Pass,0.0021463600000000017,29.0,3.6,33.1,11.4
Bamidele Alli,Tottenham Hotspur,Pass,-0.0008183100000000009,34.1,13.3,36.0,2.6
Danny Rose,Tottenham Hotspur,Pass,0.0023706000000000005,37.9,3.4,48.8,10.2
Bamidele Alli,Tottenham Hotspur,Pass,0.01470662,59.6,13.5,99.6,24.6
Virgil van Dijk,Liverpool,Pass,-0.0003668899999999999,13.4,57.0,4.2,44.2
Alisson Ramsés Becker,Liverpool,Pass,0.00307288,4.2,44.2,56.1,75.2
Danny Rose,Tottenham Hotspur,Pass,0.0039675100000000005,64.0,4.9,78.5,14.2
Harry Winks,Tottenham Hotspur,Pass,0.009848550000000001,78.5,14.2,91.4,23.7
Virgil van Dijk,Liverpool,Pass,0.01755008,28.7,56.4,98.9,76.0
Jan Vertonghen,Tottenham Hotspur,Pass,0.0012271500000000015,17.7,13.8,26.6,23.1
Moussa Sissoko,Tottenham Hotspur,Pass,0.0015871199999999992,34.5,27.5,42.5,20.8
Harry Winks,Tottenham Hotspur,Pass,0.002219519999999999,47.8,30.7,52.8,43.2
Moussa Sissoko,Tottenham Hotspur,Pass,-0.00215424,56.0,46.3,48.5,50.0
Toby Alderweireld,Tottenham Hotspur,Pass,0.00215424,48.5,50.0,55.0,36.4
Harry Winks,Tottenham Hotspur,Pass,-0.003741359999999999,56.5,49.4,36.0,52.8
Toby Alderweireld,Tottenham Hotspur,Pass,-0.0016940600000000007,33.8,52.8,9.7,43.5
Hugo Lloris,Tottenham Hotspur,Pass,-0.000661730000000001,14.8,35.2,22.5,31.2
Jan Vertonghen,Tottenham Hotspur,Pass,0.00886608,34.8,20.3,72.2,30.2
Joël Andre Job Matip,Liverpool,Pass,0.0016648199999999991,47.9,49.9,51.5,53.1
Joël Andre Job Matip,Liverpool,Pass,0.00315936,53.9,55.3,79.8,0.7
Kieran Trippier,Tottenham Hotspur,Pass,0.0,41.3,80.0,44.0,71.0
Christian Dannemann Eriksen,Tottenham Hotspur,Pass,-0.0008844200000000003,44.0,69.8,41.0,77.4
Kieran Trippier,Tottenham Hotspur,Pass,0.004959369999999999,39.6,77.9,63.0,70.2
Heung-Min Son,Tottenham Hotspur,Pass,-0.002588769999999999,63.0,70.2,49.7,69.2
Christian Dannemann Eriksen,Tottenham Hotspur,Pass,-0.0025826300000000007,50.9,68.8,43.0,76.0
Kieran Trippier,Tottenham Hotspur,Pass,0.0025826300000000007,42.2,75.0,51.4,63.9
Christian Dannemann Eriksen,Tottenham Hotspur,Pass,0.003010739999999998,53.8,65.6,64.2,53.8
Andrew Robertson,Liverpool,Pass,-0.0013199700000000002,41.9,12.1,12.4,34.5
Alisson Ramsés Becker,Liverpool,Pass,-0.0014034000000000008,11.5,34.5,26.9,12.1
Andrew Robertson,Liverpool,Pass,0.0032679200000000005,26.9,12.1,42.8,20.8
Fábio Henrique Tavares,Liverpool,Pass,-0.00142897,42.8,20.8,40.7,3.4
James Philip Milner,Liverpool,Pass,0.0055933699999999986,41.7,2.9,68.7,26.3
Divock Okoth Origi,Liverpool,Pass,-0.0007380099999999973,69.7,22.4,68.9,18.3
Sadio Mané,Liverpool,Pass,0.0018081900000000012,64.6,36.6,71.4,62.9
Trent Alexander-Arnold,Liverpool,Pass,0.059778239999999996,95.5,58.2,108.7,48.0
Trent Alexander-Arnold,Liverpool,Pass,0.2195259,120.0,80.0,115.3,49.2
Trent Alexander-Arnold,Liverpool,Pass,0.034579120000000005,105.1,80.0,112.3,56.7
Trent Alexander-Arnold,Liverpool,Pass,0.005819199999999997,109.5,80.0,107.3,69.7
Trent Alexander-Arnold,Liverpool,Pass,0.011626489999999996,104.6,77.5,119.6,64.7
Hugo Lloris,Tottenham Hotspur,Pass,0.00185221,7.0,36.1,48.3,9.6
Danny Rose,Tottenham Hotspur,Pass,0.00302851,48.3,9.6,55.0,23.7
Lucas Rodrigues Moura da Silva,Tottenham Hotspur,Pass,0.00260466,55.8,44.1,70.2,71.6
Kieran Trippier,Tottenham Hotspur,Pass,0.0037706500000000004,70.2,70.0,86.4,79.1
Andrew Robertson,Liverpool,Pass,0.0027068500000000002,34.6,0.1,55.9,3.9
Divock Okoth Origi,Liverpool,Pass,0.0013619600000000006,55.9,3.9,56.2,18.3
Sadio Mané,Liverpool,Pass,0.059778239999999996,95.9,54.0,106.3,45.8
Mohamed Salah,Liverpool,Pass,0.0,106.3,45.8,102.7,45.8
Hugo Lloris,Tottenham Hotspur,Pass,-0.0030275300000000005,7.0,36.1,8.7,7.3
Jan Vertonghen,Tottenham Hotspur,Pass,0.0030275300000000005,9.2,7.7,3.2,31.9
Hugo Lloris,Tottenham Hotspur,Pass,-0.0005309800000000003,4.1,40.3,9.4,59.3
Toby Alderweireld,Tottenham Hotspur,Pass,-0.0008978700000000003,14.5,53.5,8.5,22.0
Jan Vertonghen,Tottenham Hotspur,Pass,0.001133460000000001,9.4,22.5,23.0,27.0
Christian Dannemann Eriksen,Tottenham Hotspur,Pass,0.0003536300000000006,23.2,19.3,15.5,25.1
Jan Vertonghen,Tottenham Hotspur,Pass,0.0003880399999999992,15.5,25.1,23.7,48.0
Toby Alderweireld,Tottenham Hotspur,Pass,0.017447400000000002,30.9,53.6,93.7,24.4
Harry Kane,Tottenham Hotspur,Pass,-0.00274402,105.0,19.6,112.0,5.1
Danny Rose,Tottenham Hotspur,Pass,0.2195259,113.2,4.3,110.0,34.3
Joël Andre Job Matip,Liverpool,Pass,0.003908739999999999,11.5,49.0,66.2,76.7
Jan Vertonghen,Tottenham Hotspur,Pass,-0.0024703999999999993,56.3,5.5,22.2,26.8
Hugo Lloris,Tottenham Hotspur,Pass,0.0,21.2,27.7,29.9,59.4
Toby Alderweireld,Tottenham Hotspur,Pass,0.022966069999999998,40.6,68.7,91.5,49.5
Virgil van Dijk,Liverpool,Pass,0.004680490000000001,28.6,30.6,56.9,35.9
Christian Dannemann Eriksen,Tottenham Hotspur,Pass,0.0005553600000000013,62.5,49.5,78.0,73.8
Kieran Trippier,Tottenham Hotspur,Pass,-0.00315936,72.1,71.7,52.2,53.8
Toby Alderweireld,Tottenham Hotspur,Pass,0.0005547,52.2,53.8,55.8,35.0
Jan Vertonghen,Tottenham Hotspur,Pass,0.025823939999999997,57.5,35.0,107.1,67.8
Kieran Trippier,Tottenham Hotspur,Pass,-0.028759920000000008,116.1,59.4,106.2,12.3
Danny Rose,Tottenham Hotspur,Pass,0.21097459000000002,110.3,15.5,111.0,43.4
Kieran Trippier,Tottenham Hotspur,Pass,0.21678188,107.2,65.1,117.1,40.5
Alisson Ramsés Becker,Liverpool,Pass,0.03706665,6.9,41.2,110.6,68.3
Mohamed Salah,Liverpool,Pass,0.0,116.7,56.2,115.5,54.0
Andrew Robertson,Liverpool,Pass,0.00634183,82.0,0.1,94.2,9.9
Sadio Mané,Liverpool,Pass,0.0,94.2,9.9,98.6,3.8
Kieran Trippier,Tottenham Hotspur,Pass,0.002378680000000001,28.0,80.0,15.9,44.1
Jan Vertonghen,Tottenham Hotspur,Pass,-0.0014166600000000001,15.9,44.1,2.7,42.2
Hugo Lloris,Tottenham Hotspur,Pass,0.0014166600000000001,3.1,42.5,14.5,44.2
Jan Vertonghen,Tottenham Hotspur,Pass,-0.0002364500000000009,22.2,29.7,30.9,6.1
Danny Rose,Tottenham Hotspur,Pass,0.00291515,35.8,5.6,48.5,25.6
Lucas Rodrigues Moura da Silva,Tottenham Hotspur,Pass,-0.0005547,51.4,40.5,55.7,51.6
Moussa Sissoko,Tottenham Hotspur,Pass,0.0026039999999999987,55.3,51.6,64.2,45.3
Fábio Henrique Tavares,Liverpool,Pass,0.07348428,55.9,34.8,103.0,38.3
Hugo Lloris,Tottenham Hotspur,Pass,-0.0008141799999999994,15.7,43.4,22.5,56.4
Toby Alderweireld,Tottenham Hotspur,Pass,0.0013107199999999996,26.1,54.6,37.9,40.8
Christian Dannemann Eriksen,Tottenham Hotspur,Pass,0.005124720000000001,53.8,41.5,73.2,34.3
Heung-Min Son,Tottenham Hotspur,Pass,0.0,72.7,33.8,78.9,39.8
Harry Kane,Tottenham Hotspur,Pass,0.0,82.1,39.1,89.6,31.2
Heung-Min Son,Tottenham Hotspur,Pass,-0.043415659999999995,100.4,33.3,107.1,24.8
Alisson Ramsés Becker,Liverpool,Pass,0.00148532,13.0,55.3,42.9,1.0
Kieran Trippier,Tottenham Hotspur,Pass,0.0037706500000000004,75.0,80.0,83.3,70.0
Harry Kane,Tottenham Hotspur,Pass,0.23343659,86.4,67.1,112.4,47.0
Alisson Ramsés Becker,Liverpool,Pass,0.0007549299999999991,7.2,37.7,26.7,33.0
Fábio Henrique Tavares,Liverpool,Pass,0.00015814999999999926,33.0,28.7,47.0,3.3
Andrew Robertson,Liverpool,Pass,0.002252519999999999,53.3,3.1,62.1,2.9
Sadio Mané,Liverpool,Pass,0.03174125,69.7,4.4,119.8,16.6
Hugo Lloris,Tottenham Hotspur,Pass,-0.0019098400000000003,7.0,44.1,9.5,68.1
Toby Alderweireld,Tottenham Hotspur,Pass,0.0019098400000000003,9.5,68.1,5.8,49.2
Hugo Lloris,Tottenham Hotspur,Pass,0.0003668899999999999,6.8,37.1,10.2,24.4
Jan Vertonghen,Tottenham Hotspur,Pass,-0.0003668899999999999,15.5,23.6,9.2,42.0
Hugo Lloris,Tottenham Hotspur,Pass,0.00307288,8.5,38.8,50.2,3.2
Mohamed Salah,Liverpool,Pass,-0.0025853399999999985,75.7,69.3,63.8,63.5
Bamidele Alli,Tottenham Hotspur,Pass,0.0004458799999999992,57.9,17.2,55.3,27.8
Lucas Rodrigues Moura da Silva,Tottenham Hotspur,Pass,0.00385749,58.4,33.1,72.7,62.0
Andrew Robertson,Liverpool,Pass,0.00541032,83.7,26.0,92.8,60.3
Mohamed Salah,Liverpool,Pass,0.22889978,98.9,54.1,111.2,39.3
Lucas Rodrigues Moura da Silva,Tottenham Hotspur,Pass,0.0,41.3,47.0,42.3,32.3
Bamidele Alli,Tottenham Hotspur,Pass,0.004268819999999998,42.3,32.3,62.1,36.0
Harry Kane,Tottenham Hotspur,Pass,0.00855131,120.0,0.1,116.3,19.6
Heung-Min Son,Tottenham Hotspur,Pass,-0.001562609999999999,116.5,19.0,106.6,21.7
Christian Dannemann Eriksen,Tottenham Hotspur,Pass,-0.004244680000000001,105.9,21.9,108.3,15.5
Harry Kane,Tottenham Hotspur,Pass,0.18802196,111.3,20.5,111.8,33.8
Harry Kane,Tottenham Hotspur,Pass,0.18802196,112.9,20.0,114.4,43.5
Kieran Trippier,Tottenham Hotspur,Pass,-0.0025178200000000005,89.1,70.9,79.1,61.5
Toby Alderweireld,Tottenham Hotspur,Pass,0.05072637000000001,79.9,61.8,110.0,21.5
Alisson Ramsés Becker,Liverpool,Pass,0.0023831900000000003,8.9,57.6,43.1,8.0
Andrew Robertson,Liverpool,Pass,0.004855360000000001,49.2,5.1,63.6,13.5
Kieran Trippier,Tottenham Hotspur,Pass,0.0016982100000000003,49.3,67.8,50.4,60.3
Eric Dier,Tottenham Hotspur,Pass,-0.00121894,50.5,61.0,42.7,38.3
Jan Vertonghen,Tottenham Hotspur,Pass,0.002219519999999999,44.6,34.8,53.4,40.5
Christian Dannemann Eriksen,Tottenham Hotspur,Pass,0.011695880000000002,63.9,23.7,92.2,57.6
Andrew Robertson,Liverpool,Pass,0.00261342,27.9,22.5,40.7,33.0
Fábio Henrique Tavares,Liverpool,Pass,0.0016648199999999991,40.7,33.0,50.9,21.2
Sadio Mané,Liverpool,Pass,-0.0015522899999999996,48.0,16.1,36.4,13.0
Andrew Robertson,Liverpool,Pass,0.07706748999999999,42.9,7.3,109.4,31.9
Hugo Lloris,Tottenham Hotspur,Pass,0.00148532,14.3,55.2,43.5,75.7
Kieran Trippier,Tottenham Hotspur,Pass,0.0008844200000000003,47.5,75.0,49.3,65.4
Eric Dier,Tottenham Hotspur,Pass,0.07448485999999999,54.6,66.1,105.2,37.2
Alisson Ramsés Becker,Liverpool,Pass,0.0013271700000000008,13.0,52.4,33.9,59.1
James Philip Milner,Liverpool,Pass,0.002252519999999999,56.4,76.2,64.1,77.7
Trent Alexander-Arnold,Liverpool,Pass,0.0,63.2,77.9,65.6,77.5
Trent Alexander-Arnold,Liverpool,Pass,0.020114760000000002,69.7,80.0,101.0,74.6
Danny Rose,Tottenham Hotspur,Pass,0.0013289100000000009,22.7,4.9,16.9,27.7
Toby Alderweireld,Tottenham Hotspur,Pass,0.0011582700000000012,28.2,49.2,31.1,36.7
Eric Dier,Tottenham Hotspur,Pass,-0.0001100200000000006,57.9,34.8,66.6,7.7
Bamidele Alli,Tottenham Hotspur,Pass,0.0031145600000000023,64.9,21.0,70.0,30.2
Eric Dier,Tottenham Hotspur,Pass,-0.0031145600000000023,70.0,30.2,63.5,21.7
Christian Dannemann Eriksen,Tottenham Hotspur,Pass,0.0005945000000000013,63.0,21.7,78.4,3.6
Danny Rose,Tottenham Hotspur,Pass,-0.005103159999999999,80.1,9.0,69.0,13.1
Christian Dannemann Eriksen,Tottenham Hotspur,Pass,3.914000000000001e-05,68.8,20.7,65.1,49.5
Toby Alderweireld,Tottenham Hotspur,Pass,-0.004680490000000001,57.0,47.6,24.6,39.3
Hugo Lloris,Tottenham Hotspur,Pass,0.0004294100000000016,23.9,34.3,33.3,19.8
Jan Vertonghen,Tottenham Hotspur,Pass,0.0026987899999999995,47.8,14.3,56.0,36.7
Eric Dier,Tottenham Hotspur,Pass,-0.0023625399999999998,57.9,33.1,57.7,8.7
Jan Vertonghen,Tottenham Hotspur,Pass,0.00622003,56.7,7.5,76.5,10.8
Bamidele Alli,Tottenham Hotspur,Pass,-0.00125283,76.5,10.8,76.8,3.9
Danny Rose,Tottenham Hotspur,Pass,0.008311429999999998,84.5,4.4,90.8,10.2
Harry Kane,Tottenham Hotspur,Pass,0.02196645,76.8,11.8,109.8,68.5
Kieran Trippier,Tottenham Hotspur,Pass,0.2195259,115.9,70.2,111.8,35.2
Alisson Ramsés Becker,Liverpool,Pass,0.00929291,6.0,44.0,79.5,17.1
Toby Alderweireld,Tottenham Hotspur,Pass,0.004708949999999998,40.6,63.0,63.2,54.8
Lucas Rodrigues Moura da Silva,Tottenham Hotspur,Pass,0.0,63.2,53.3,65.1,57.6
Heung-Min Son,Tottenham Hotspur,Pass,0.0,73.1,47.1,78.5,41.3
Bamidele Alli,Tottenham Hotspur,Pass,0.0,78.2,42.0,78.0,48.7
Virgil van Dijk,Liverpool,Pass,0.004125790000000001,26.9,36.2,56.9,25.3
Divock Okoth Origi,Liverpool,Pass,0.0030754200000000023,69.7,47.0,78.1,33.7
Toby Alderweireld,Tottenham Hotspur,Pass,-0.0019132000000000003,31.4,42.9,7.2,40.1
Hugo Lloris,Tottenham Hotspur,Pass,0.0003668899999999999,7.2,40.1,13.5,59.6
Kieran Trippier,Tottenham Hotspur,Pass,0.0013271700000000008,19.8,58.7,30.9,55.3
Eric Dier,Tottenham Hotspur,Pass,0.0016648199999999991,48.3,47.6,50.9,26.1
Christian Dannemann Eriksen,Tottenham Hotspur,Pass,0.002495180000000003,62.5,22.7,78.9,20.5
Bamidele Alli,Tottenham Hotspur,Pass,-0.0002709099999999992,82.0,26.8,83.2,46.4
Danny Rose,Tottenham Hotspur,Pass,0.043415659999999995,104.0,20.7,105.7,37.2
Alisson Ramsés Becker,Liverpool,Pass,-0.0010506300000000003,12.9,35.7,34.4,3.4
Andrew Robertson,Liverpool,Pass,0.0025826300000000007,43.1,3.3,57.6,11.6
Sadio Mané,Liverpool,Pass,0.0,59.3,7.0,55.4,2.7
Andrew Robertson,Liverpool,Pass,0.003634690000000001,55.4,2.7,62.6,16.1
Divock Okoth Origi,Liverpool,Pass,0.007897079999999997,69.2,14.7,81.5,17.4
Toby Alderweireld,Tottenham Hotspur,Pass,0.0032505,39.6,65.1,58.6,65.9
Heung-Min Son,Tottenham Hotspur,Pass,-0.0020101599999999987,62.1,55.5,53.8,45.3
Christian Dannemann Eriksen,Tottenham Hotspur,Pass,0.0020101599999999987,53.8,45.3,66.2,20.3
Bamidele Alli,Tottenham Hotspur,Pass,0.006956210000000001,68.8,34.7,83.2,48.5
Alisson Ramsés Becker,Liverpool,Pass,0.0008970100000000002,8.9,51.9,30.6,77.2
James Philip Milner,Liverpool,Pass,0.02940715,43.8,77.0,101.5,68.5
Jan Vertonghen,Tottenham Hotspur,Pass,9.369000000000044e-05,18.6,11.6,0.7,22.7
James Philip Milner,Liverpool,Pass,0.2195259,120.0,80.0,117.0,47.5
Mohamed Salah,Liverpool,Pass,0.009801339999999999,91.9,44.4,101.0,56.4
Heung-Min Son,Tottenham Hotspur,Pass,0.00506853,19.1,23.7,54.8,45.1
Andrew Robertson,Liverpool,Pass,0.006956210000000001,65.3,35.0,87.8,48.5
Jan Vertonghen,Tottenham Hotspur,Pass,0.0013679799999999995,32.3,31.6,47.1,27.7
Hugo Lloris,Tottenham Hotspur,Pass,0.00185221,7.0,36.1,41.1,74.8
Kieran Trippier,Tottenham Hotspur,Pass,-0.0027146800000000006,79.9,77.9,63.2,71.7
Eric Dier,Tottenham Hotspur,Pass,-0.004164399999999999,62.8,56.5,48.7,55.2
Toby Alderweireld,Tottenham Hotspur,Pass,-0.0004458799999999992,51.6,50.5,52.4,19.6
Jan Vertonghen,Tottenham Hotspur,Pass,0.0005547,56.3,20.7,55.3,36.4
Eric Dier,Tottenham Hotspur,Pass,-3.914000000000001e-05,61.8,37.2,66.6,55.2
Christian Dannemann Eriksen,Tottenham Hotspur,Pass,0.011444989999999999,68.8,62.7,93.2,76.0
Kieran Trippier,Tottenham Hotspur,Pass,0.04186672000000001,97.3,75.0,113.0,24.8
Kieran Trippier,Tottenham Hotspur,Pass,0.2195259,120.0,80.0,110.0,36.9
Alisson Ramsés Becker,Liverpool,Pass,0.00543542,4.2,47.3,57.6,33.7
Sadio Mané,Liverpool,Pass,0.011101380000000001,72.3,6.0,92.5,25.3
Hugo Lloris,Tottenham Hotspur,Pass,0.07750304,16.9,36.7,105.2,43.9
Alisson Ramsés Becker,Liverpool,Pass,0.003908739999999999,12.4,31.1,63.2,2.7
Andrew Robertson,Liverpool,Pass,0.23623051,85.3,5.8,110.4,48.5
James Philip Milner,Liverpool,Pass,0.03150394000000001,120.0,80.0,110.6,50.2
Joël Andre Job Matip,Liverpool,Pass,0.0,104.2,36.9,107.1,30.1
Heung-Min Son,Tottenham Hotspur,Pass,-0.005571519999999998,61.0,40.1,37.0,36.9
Christian Dannemann Eriksen,Tottenham Hotspur,Pass,0.018208959999999996,37.0,36.9,90.3,19.8
Danny Rose,Tottenham Hotspur,Pass,0.06076714,92.2,5.6,107.2,31.1
Alisson Ramsés Becker,Liverpool,Pass,0.014604649999999999,6.0,44.0,85.1,19.1
Toby Alderweireld,Tottenham Hotspur,Pass,0.004251079999999999,35.0,61.0,51.4,48.3
Jordan Brian Henderson,Liverpool,Pass,0.00722712,68.7,31.8,80.0,26.3
Divock Okoth Origi,Liverpool,Pass,0.06420785999999999,80.5,25.5,100.6,39.8
Hugo Lloris,Tottenham Hotspur,Pass,0.0008174500000000008,12.8,50.0,33.5,65.7
Kieran Trippier,Tottenham Hotspur,Pass,0.006261239999999998,37.6,65.6,65.7,25.1
Trent Alexander-Arnold,Liverpool,Pass,0.0005547,54.4,55.0,58.6,34.7
Divock Okoth Origi,Liverpool,Pass,0.01271714,58.6,34.7,99.3,5.3
Kieran Trippier,Tottenham Hotspur,Pass,0.00033735000000000015,20.0,73.9,14.3,62.5
Hugo Lloris,Tottenham Hotspur,Pass,0.013838449999999999,23.9,59.4,89.6,43.4
Fernando Llorente Torres,Tottenham Hotspur,Pass,-0.004500169999999998,89.8,43.0,75.8,26.8
Trent Alexander-Arnold,Liverpool,Pass,-6.527999999999916e-05,44.3,53.3,48.2,49.9
Jan Vertonghen,Tottenham Hotspur,Pass,0.0014861800000000001,35.8,7.7,47.1,4.6
Danny Rose,Tottenham Hotspur,Pass,0.0013619600000000006,57.4,2.6,55.3,19.3
Eric Dier,Tottenham Hotspur,Pass,0.07448485999999999,56.9,18.8,106.6,43.4
Alisson Ramsés Becker,Liverpool,Pass,0.00787625,16.5,40.0,79.8,60.1
Jan Vertonghen,Tottenham Hotspur,Pass,0.0047589,40.3,20.0,70.7,4.9
Joe Gomez,Liverpool,Pass,0.007238550000000002,3.0,57.7,62.7,61.3
Fábio Henrique Tavares,Liverpool,Pass,0.004680490000000001,25.2,45.4,53.9,36.9
Kieran Trippier,Tottenham Hotspur,Pass,-0.0026039999999999987,63.0,39.1,57.4,22.5
Jan Vertonghen,Tottenham Hotspur,Pass,0.0004446799999999994,57.5,21.3,65.1,7.7
Danny Rose,Tottenham Hotspur,Pass,0.01243389,68.3,12.8,94.9,54.5
Fernando Llorente Torres,Tottenham Hotspur,Pass,0.059778239999999996,94.9,54.8,105.0,38.4
Kieran Trippier,Tottenham Hotspur,Pass,0.2195259,120.0,80.0,112.4,45.1
Alisson Ramsés Becker,Liverpool,Pass,0.01039407,14.4,35.7,87.2,9.9
Kieran Trippier,Tottenham Hotspur,Pass,0.011522160000000002,25.8,72.8,71.4,48.2
Fernando Llorente Torres,Tottenham Hotspur,Pass,0.0,71.4,48.2,73.9,38.4
Harry Kane,Tottenham Hotspur,Pass,0.004151699999999998,74.8,38.1,89.1,24.1
Christian Dannemann Eriksen,Tottenham Hotspur,Pass,0.2195259,120.0,80.0,112.7,44.1
